dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/foot_50.pickle,720,"[4.2776915e-07 3.3415554e-07 6.1410026e-07 ... 6.9881344e-07 2.6099008e-07
 2.4884466e-07]",0.843,29.3423,20.9767,2025-05-09 10:36:25
data/ct_data/foot_50.pickle,730,"[1.7152738e-07 1.0331506e-07 4.9663561e-07 ... 5.1590558e-07 3.9239308e-07
 1.2155840e-07]",0.8437,29.3366,20.9512,2025-05-09 10:37:01
data/ct_data/foot_50.pickle,740,"[3.1053747e-07 3.9272476e-07 2.4358479e-07 ... 5.0200271e-07 7.3546164e-07
 7.1740794e-07]",0.8445,29.3426,20.9051,2025-05-09 10:37:36
data/ct_data/foot_50.pickle,750,"[2.2019769e-07 1.4315956e-06 2.7185436e-07 ... 8.1675370e-07 4.7392194e-07
 4.5656964e-07]",0.844,29.3279,20.9332,2025-05-09 10:38:12
data/ct_data/foot_50.pickle,760,"[7.1732410e-07 1.8929410e-07 3.5164231e-07 ... 5.6281345e-07 3.5868098e-07
 3.8098170e-07]",0.8448,29.3274,20.9027,2025-05-09 10:38:48
data/ct_data/foot_50.pickle,770,"[2.9903410e-07 3.1337547e-07 2.3138693e-07 ... 1.4291737e-07 2.0801912e-07
 6.2878644e-07]",0.8441,29.3174,20.9281,2025-05-09 10:39:25
data/ct_data/foot_50.pickle,780,"[3.4314067e-07 1.6424173e-07 4.2577122e-07 ... 3.5217457e-07 4.9417804e-07
 6.2868844e-07]",0.8446,29.312,20.9198,2025-05-09 10:40:02
data/ct_data/foot_50.pickle,790,"[2.3206123e-07 1.7775423e-07 3.3808971e-07 ... 8.2942023e-08 1.2705425e-07
 2.5732396e-07]",0.8455,29.3589,20.8775,2025-05-09 10:40:42
data/ct_data/foot_50.pickle,800,"[2.5741497e-07 3.9265524e-07 8.6154557e-07 ... 5.5850904e-07 2.5084560e-07
 6.4714732e-07]",0.8455,29.3712,20.8525,2025-05-09 10:41:18
data/ct_data/foot_50.pickle,810,"[4.4575287e-07 6.1583012e-07 1.8074348e-07 ... 4.5278514e-07 1.2031757e-06
 3.5590983e-07]",0.8462,29.3508,20.8367,2025-05-09 10:41:54
data/ct_data/foot_50.pickle,820,"[4.8578374e-07 4.2566234e-07 1.5924753e-07 ... 3.7191478e-07 4.5982262e-07
 6.3583269e-07]",0.844,29.3199,20.9631,2025-05-09 10:42:30
data/ct_data/foot_50.pickle,830,"[2.0238419e-07 4.0569191e-07 4.8481161e-07 ... 5.7765823e-07 3.3871908e-07
 3.9615156e-07]",0.8458,29.4044,20.8597,2025-05-09 10:43:06
data/ct_data/foot_50.pickle,840,"[3.9910370e-07 2.9716008e-07 3.5267999e-07 ... 3.1733359e-07 1.1006057e-06
 1.9186267e-07]",0.8451,29.3752,20.8969,2025-05-09 10:43:43
data/ct_data/foot_50.pickle,850,"[1.3815482e-07 6.7437793e-07 7.2019638e-08 ... 1.0337230e-07 1.5422314e-07
 5.8668485e-07]",0.8458,29.3372,20.902,2025-05-09 10:44:18
data/ct_data/foot_50.pickle,860,"[4.6344604e-07 4.4282919e-07 1.9845378e-07 ... 3.5888385e-07 2.6100417e-07
 6.4030974e-07]",0.8447,29.3615,20.9275,2025-05-09 10:44:55
data/ct_data/foot_50.pickle,870,"[1.8253819e-07 3.8438426e-07 5.6097417e-07 ... 4.4992012e-07 2.7874273e-07
 2.9683878e-07]",0.8451,29.3598,20.8972,2025-05-09 10:45:31
data/ct_data/foot_50.pickle,880,"[2.1700947e-07 8.9079452e-07 9.6039639e-07 ... 2.4211727e-07 5.4694812e-07
 1.5000803e-07]",0.8449,29.3397,20.9057,2025-05-09 10:46:07
data/ct_data/foot_50.pickle,890,"[7.7758688e-07 2.4117196e-07 5.8442970e-07 ... 2.1344060e-07 4.0056722e-07
 1.3224452e-07]",0.8455,29.3539,20.8971,2025-05-09 10:46:44
