dataset,epoch,loss,ssim,psnr,mse,timestamp
dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/jaw_50.pickle,55,"[9.9968986e-07 1.2983796e-06 8.7574205e-07 ... 1.3165584e-06 7.9356801e-07
 9.9529132e-07]",0.648,28.181,45.348,2025-05-02 13:30:50
data/ct_data/jaw_50.pickle,56,"[9.2003870e-07 1.4671980e-06 1.1012248e-06 ... 7.8720217e-07 1.0630055e-06
 1.0836825e-06]",0.649,28.096,44.165,2025-05-02 13:30:57
data/ct_data/jaw_50.pickle,57,"[9.0659603e-07 1.2576343e-06 1.2657259e-06 ... 9.5597545e-07 7.6091806e-07
 5.5569751e-07]",0.651,28.212,45.329,2025-05-02 13:31:05
data/ct_data/jaw_50.pickle,58,"[1.9119645e-06 1.5630540e-06 9.7060808e-07 ... 6.4225890e-07 9.8957764e-07
 1.4025843e-06]",0.65,28.084,44.208,2025-05-02 13:31:12
data/ct_data/jaw_50.pickle,59,"[8.5416229e-07 7.8512579e-07 7.6894162e-07 ... 1.3737555e-06 9.3269512e-07
 8.6765061e-07]",0.653,28.263,45.233,2025-05-02 13:31:19
data/ct_data/jaw_50.pickle,60,"[1.4465166e-06 1.2511233e-06 1.4752073e-06 ... 1.9541685e-06 1.3111843e-06
 9.4448376e-07]",0.653,28.136,43.864,2025-05-02 13:31:26
data/ct_data/jaw_50.pickle,61,"[1.2170888e-06 1.5848833e-06 3.4739921e-06 ... 6.1187615e-07 9.0914313e-07
 1.0493438e-06]",0.654,28.237,45.682,2025-05-02 13:31:37
data/ct_data/jaw_50.pickle,62,"[1.2751323e-06 6.6455704e-07 1.8586531e-06 ... 1.1999391e-06 7.4794343e-07
 1.1006018e-06]",0.653,28.102,44.15,2025-05-02 13:31:45
data/ct_data/jaw_50.pickle,63,"[1.0415783e-06 6.0536246e-07 1.1212322e-06 ... 7.4315489e-07 1.5384229e-06
 1.6056208e-06]",0.657,28.274,45.449,2025-05-02 13:31:52
data/ct_data/jaw_50.pickle,64,"[1.0807644e-06 8.7756348e-07 1.1404011e-06 ... 1.7253758e-06 2.1312119e-06
 1.6095846e-06]",0.654,28.082,44.327,2025-05-02 13:31:59
data/ct_data/jaw_50.pickle,65,"[9.7041902e-07 1.1821445e-06 7.6173330e-07 ... 1.8137097e-06 8.8484717e-07
 9.2700907e-07]",0.656,28.227,46.027,2025-05-02 13:32:07
data/ct_data/jaw_50.pickle,66,"[1.1069365e-06 1.3817616e-06 1.1798579e-06 ... 1.5809026e-06 1.0516984e-06
 1.0420285e-06]",0.654,28.052,44.536,2025-05-02 13:32:14
data/ct_data/jaw_50.pickle,67,"[9.8989881e-07 1.4217138e-06 1.0893674e-06 ... 7.1734763e-07 1.2598182e-06
 1.6551536e-06]",0.658,28.239,45.947,2025-05-02 13:32:21
data/ct_data/jaw_50.pickle,68,"[1.2142301e-06 1.1979776e-06 1.7550944e-06 ... 1.8801652e-06 1.4831240e-06
 8.3796988e-07]",0.656,28.085,44.395,2025-05-02 13:32:28
data/ct_data/jaw_50.pickle,69,"[9.7443535e-07 1.0865251e-06 1.4963096e-06 ... 1.2935043e-06 1.3247478e-06
 7.2011630e-07]",0.658,28.268,45.92,2025-05-02 13:32:36
data/ct_data/jaw_50.pickle,70,"[1.3162069e-06 2.1748585e-06 9.5102018e-07 ... 1.4536004e-06 1.1192129e-06
 9.8569251e-07]",0.655,28.084,44.501,2025-05-02 13:32:43
data/ct_data/jaw_50.pickle,71,"[1.5437732e-06 7.4364999e-07 1.6066296e-06 ... 2.3015275e-06 9.3930379e-07
 9.2437915e-07]",0.66,28.337,45.488,2025-05-02 13:32:54
data/ct_data/jaw_50.pickle,72,"[1.1200161e-06 8.8493448e-07 1.9530303e-06 ... 1.6950543e-06 1.3567820e-06
 1.3280769e-06]",0.658,28.164,44.212,2025-05-02 13:33:01
data/ct_data/jaw_50.pickle,73,"[2.3566183e-06 1.1451647e-06 1.0583390e-06 ... 2.1658248e-06 7.8853657e-07
 4.8877070e-07]",0.662,28.406,45.037,2025-05-02 13:33:08
data/ct_data/jaw_50.pickle,74,"[1.1922922e-06 7.7072218e-07 1.7494386e-06 ... 1.5444698e-06 1.3308243e-06
 1.5411646e-06]",0.66,28.221,43.909,2025-05-02 13:33:15
data/ct_data/jaw_50.pickle,75,"[1.1406481e-06 6.0108397e-07 1.8521339e-06 ... 8.8871207e-07 1.3209147e-06
 1.1726174e-06]",0.666,28.56,44.01,2025-05-02 13:33:22
data/ct_data/jaw_50.pickle,76,"[8.9068089e-07 1.2065557e-06 1.5318678e-06 ... 1.8495364e-06 1.1197534e-06
 6.8569511e-07]",0.663,28.334,43.418,2025-05-02 13:33:29
data/ct_data/jaw_50.pickle,77,"[1.1045594e-06 8.6652079e-07 1.3961377e-06 ... 1.1691380e-06 1.0460394e-06
 1.2011420e-06]",0.667,28.632,43.715,2025-05-02 13:33:36
data/ct_data/jaw_50.pickle,78,"[7.6027652e-07 1.0525512e-06 1.2165663e-06 ... 1.5446734e-06 1.2571093e-06
 1.0764784e-06]",0.668,28.477,42.678,2025-05-02 13:33:43
data/ct_data/jaw_50.pickle,79,"[1.0330820e-06 1.2084907e-06 7.0798541e-07 ... 1.2057936e-06 1.0327226e-06
 1.0596821e-06]",0.669,28.699,43.445,2025-05-02 13:33:50
data/ct_data/jaw_50.pickle,80,"[9.5010489e-07 1.6718384e-06 1.2732955e-06 ... 9.8393900e-07 7.4122187e-07
 5.6004359e-07]",0.671,28.577,42.216,2025-05-02 13:33:57
data/ct_data/jaw_50.pickle,81,"[7.2051421e-07 1.3569003e-06 1.1352774e-06 ... 7.5345690e-07 1.0585013e-06
 1.1318855e-06]",0.673,28.814,42.678,2025-05-02 13:34:09
data/ct_data/jaw_50.pickle,82,"[8.1045454e-07 1.5439757e-06 8.9201649e-07 ... 8.4411431e-07 1.1741228e-06
 9.1641391e-07]",0.676,28.708,41.521,2025-05-02 13:34:16
data/ct_data/jaw_50.pickle,83,"[1.0990506e-06 7.5648035e-07 7.4143196e-07 ... 9.7862426e-07 8.4603306e-07
 1.1607183e-06]",0.676,28.905,42.281,2025-05-02 13:34:24
data/ct_data/jaw_50.pickle,84,"[1.0608568e-06 7.4069067e-07 9.3114971e-07 ... 8.8453567e-07 8.9320514e-07
 5.8227749e-07]",0.68,28.821,40.96,2025-05-02 13:34:31
data/ct_data/jaw_50.pickle,85,"[8.9525281e-07 7.3007573e-07 7.2470874e-07 ... 1.2759458e-06 7.4240501e-07
 5.0445846e-07]",0.681,29.036,41.474,2025-05-02 13:34:39
data/ct_data/jaw_50.pickle,86,"[9.9445981e-07 8.5574442e-07 4.2946067e-07 ... 5.7932516e-07 9.9716647e-07
 3.8543891e-07]",0.683,28.892,40.557,2025-05-02 13:34:47
data/ct_data/jaw_50.pickle,87,"[8.5520384e-07 8.2866796e-07 7.0437659e-07 ... 6.0506505e-07 8.6778186e-07
 9.6131464e-07]",0.684,29.118,40.973,2025-05-02 13:34:54
data/ct_data/jaw_50.pickle,88,"[7.6545490e-07 5.9745156e-07 7.2858160e-07 ... 8.4813939e-07 6.8662507e-07
 6.6347877e-07]",0.687,28.978,40.092,2025-05-02 13:35:01
data/ct_data/jaw_50.pickle,89,"[1.3849311e-06 4.7711126e-07 7.3186015e-07 ... 2.1633812e-07 8.9259140e-07
 5.1174561e-07]",0.685,29.14,41.041,2025-05-02 13:35:09
data/ct_data/jaw_50.pickle,90,"[8.1665092e-07 6.4624220e-07 5.9426225e-07 ... 8.0279597e-07 7.0116380e-07
 7.9839492e-07]",0.69,29.04,39.747,2025-05-02 13:35:16
data/ct_data/jaw_50.pickle,91,"[5.6882527e-07 1.5067654e-06 1.0415337e-06 ... 4.7901761e-07 5.4356701e-07
 7.0530842e-07]",0.688,29.209,40.73,2025-05-02 13:35:27
data/ct_data/jaw_50.pickle,92,"[6.3651618e-07 4.4487626e-07 4.6023018e-07 ... 5.3156214e-07 6.3817839e-07
 8.0699078e-07]",0.693,29.133,39.286,2025-05-02 13:35:34
data/ct_data/jaw_50.pickle,93,"[6.1396838e-07 4.0280759e-07 5.7002660e-07 ... 6.5091854e-07 4.7250495e-07
 5.8845848e-07]",0.692,29.304,40.168,2025-05-02 13:35:42
data/ct_data/jaw_50.pickle,94,"[7.0147865e-07 5.1799464e-07 1.0316270e-06 ... 6.8830980e-07 9.9128215e-07
 5.3314062e-07]",0.696,29.219,38.924,2025-05-02 13:35:49
data/ct_data/jaw_50.pickle,95,"[6.1197665e-07 6.7199579e-07 9.2078460e-07 ... 1.3394699e-06 1.0164608e-06
 3.1900163e-07]",0.695,29.375,39.686,2025-05-02 13:35:56
data/ct_data/jaw_50.pickle,96,"[6.7427544e-07 3.8264415e-07 1.1926454e-06 ... 7.5404103e-07 8.5809899e-07
 7.7043092e-07]",0.698,29.276,38.765,2025-05-02 13:36:03
data/ct_data/jaw_50.pickle,97,"[6.5779454e-07 6.5372546e-07 6.2172404e-07 ... 9.0101827e-07 4.8710484e-07
 1.6344817e-06]",0.698,29.455,39.259,2025-05-02 13:36:10
data/ct_data/jaw_50.pickle,98,"[7.6221278e-07 1.2164517e-06 6.9040061e-07 ... 6.1336584e-07 4.2607135e-07
 7.0232488e-07]",0.701,29.367,38.35,2025-05-02 13:36:17
data/ct_data/jaw_50.pickle,99,"[1.3059066e-06 6.1004380e-07 6.3265026e-07 ... 2.7792998e-07 7.7557377e-07
 1.0496580e-06]",0.698,29.45,39.595,2025-05-02 13:36:25
data/ct_data/jaw_50.pickle,100,"[8.2013997e-07 1.1746383e-06 4.5238113e-07 ... 3.7465387e-07 9.5708583e-07
 6.1666236e-07]",0.704,29.398,38.082,2025-05-02 13:36:32
data/ct_data/jaw_50.pickle,101,"[6.8200302e-07 7.6728497e-07 6.4880953e-07 ... 7.4170515e-07 4.3360200e-07
 5.0951314e-07]",0.7,29.482,39.497,2025-05-02 13:36:44
data/ct_data/jaw_50.pickle,102,"[4.5815378e-07 1.4033753e-06 3.5258100e-07 ... 1.2614707e-06 5.7636976e-07
 4.5775721e-07]",0.707,29.466,37.741,2025-05-02 13:36:52
data/ct_data/jaw_50.pickle,103,"[4.8526016e-07 5.6519497e-07 9.5389134e-07 ... 5.1389662e-07 4.5477634e-07
 1.1172424e-06]",0.704,29.597,38.763,2025-05-02 13:36:59
data/ct_data/jaw_50.pickle,104,"[7.4736653e-07 3.2416679e-07 3.3796516e-07 ... 8.7483778e-07 7.5551566e-07
 5.6882351e-07]",0.708,29.485,37.708,2025-05-02 13:37:06
