dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/chest_50.pickle,400,"[5.1666419e-08 1.8130044e-07 1.3184064e-07 ... 1.3460222e-07 6.7925882e-08
 9.7234633e-08]",0.8612,29.0714,30.7969,2025-05-06 03:44:54
data/ct_data/chest_50.pickle,410,"[1.1180775e-07 1.7223493e-07 7.5467213e-08 ... 1.7589775e-07 1.4531157e-07
 4.1300740e-07]",0.8625,29.1583,29.7366,2025-05-06 03:49:27
data/ct_data/chest_50.pickle,420,"[1.18392080e-07 1.78994640e-07 1.25652093e-07 ... 1.14166504e-07
 1.43905424e-07 1.27937625e-07]",0.8627,29.1359,29.6551,2025-05-06 03:54:01
data/ct_data/chest_50.pickle,430,"[1.22410427e-07 1.04035635e-07 1.12454281e-07 ... 6.10624284e-07
 1.45112651e-07 1.14476762e-07]",0.8633,29.1747,30.3327,2025-05-06 03:58:34
data/ct_data/chest_50.pickle,440,"[1.00160285e-07 1.31768559e-07 1.47452951e-07 ... 1.41876370e-07
 1.27897778e-07 1.49284020e-07]",0.8636,29.2004,30.2376,2025-05-06 04:03:08
data/ct_data/chest_50.pickle,450,"[3.70804486e-07 8.08735408e-08 1.16557864e-07 ... 1.33944738e-07
 1.44075059e-07 1.84417217e-07]",0.8639,29.1723,30.1947,2025-05-06 04:07:42
data/ct_data/chest_50.pickle,460,"[1.69810988e-07 1.20213514e-07 1.08083015e-07 ... 1.07208791e-07
 1.29343576e-07 1.85831126e-07]",0.8648,29.2243,29.06,2025-05-06 04:12:15
data/ct_data/chest_50.pickle,470,"[9.0159929e-08 1.1929451e-07 1.4618794e-07 ... 1.0079781e-07 1.2957277e-07
 9.0104813e-08]",0.8653,29.2531,29.4554,2025-05-06 04:16:49
data/ct_data/chest_50.pickle,480,"[8.2589629e-08 1.7507109e-07 1.7583298e-07 ... 1.2967799e-07 1.1547095e-07
 1.3087045e-07]",0.8654,29.2177,30.0845,2025-05-06 04:21:22
data/ct_data/chest_50.pickle,490,"[1.5863850e-07 9.9619776e-08 1.0154762e-07 ... 1.5926064e-07 1.0289049e-07
 1.3997659e-07]",0.8658,29.2731,29.3721,2025-05-06 04:25:56
