dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/chest_50.pickle,98,"[4.0292588e-07 4.6090619e-07 1.8564910e-07 ... 1.7646612e-07 1.3737146e-07
 3.0534491e-07]",0.815,27.84,33.37,2025-05-04 02:19:44
data/ct_data/chest_50.pickle,99,"[6.6800817e-07 3.7263152e-07 2.0505226e-07 ... 2.4253669e-07 1.7040044e-07
 2.9870336e-07]",0.819,27.882,31.828,2025-05-04 02:21:31
data/ct_data/chest_50.pickle,100,"[4.2117722e-07 4.9604392e-07 3.1386276e-07 ... 1.7529496e-07 2.6851831e-07
 2.3299422e-07]",0.818,27.867,33.057,2025-05-04 02:23:18
data/ct_data/chest_50.pickle,101,"[3.2471530e-07 2.1674634e-07 3.1996188e-07 ... 2.4694103e-07 3.9364360e-07
 1.6858296e-07]",0.819,27.937,32.785,2025-05-04 02:25:11
data/ct_data/chest_50.pickle,102,"[2.8131421e-07 1.0333295e-07 1.4261205e-07 ... 3.5636324e-07 2.5904723e-07
 3.6028896e-07]",0.817,27.837,33.878,2025-05-04 02:26:58
data/ct_data/chest_50.pickle,103,"[2.0961451e-07 1.5842890e-07 3.9764871e-07 ... 4.5289428e-07 2.7982992e-07
 3.0978691e-07]",0.821,27.985,31.472,2025-05-04 02:28:46
data/ct_data/chest_50.pickle,104,"[4.2096715e-07 2.1285605e-07 3.1294087e-07 ... 4.2871920e-07 2.3204116e-07
 2.5122483e-07]",0.818,27.944,32.754,2025-05-04 02:30:32
data/ct_data/chest_50.pickle,105,"[9.6709563e-08 2.9475811e-07 3.1300999e-07 ... 1.9056881e-07 8.5902298e-07
 2.5149780e-07]",0.822,28.033,31.479,2025-05-04 02:47:24
data/ct_data/chest_50.pickle,106,"[4.2000372e-07 2.1611555e-07 2.6632983e-07 ... 1.5087159e-07 2.0060993e-07
 2.9231126e-07]",0.821,28.033,32.084,2025-05-04 02:49:21
data/ct_data/chest_50.pickle,107,"[4.4681849e-07 2.7154664e-07 2.1736551e-07 ... 1.2411365e-07 2.1771388e-07
 3.1877579e-07]",0.823,28.1,31.545,2025-05-04 03:07:21
data/ct_data/chest_50.pickle,108,"[4.0683742e-07 2.2838638e-07 1.8022274e-07 ... 2.9154555e-07 1.9954149e-07
 2.5910182e-07]",0.822,27.971,32.165,2025-05-04 03:09:11
data/ct_data/chest_50.pickle,109,"[1.9518477e-07 1.9776557e-07 1.7693627e-07 ... 1.7136348e-07 2.3538632e-07
 4.2478948e-07]",0.825,28.202,31.385,2025-05-04 03:10:58
